index_sort,page,block,line,x0,y0,x2,y2,Text,space_type,confidence
0,0,0,0,70,30,146,113,EH,5,0.9399999976158142
1,0,1,0,173,28,207,45,Evan,1,0.9950000047683716
2,0,1,0,215,28,274,45,Herman,1,0.9950000047683716
3,0,1,0,281,28,285,45,/,1,0.8799999952316284
4,0,1,0,291,28,318,45,Web,1,0.8833333253860474
5,0,1,0,324,28,388,46,Developer,3,0.9533333314789666
6,0,1,1,172,51,225,67,Company,1,0.997142859867641
8,0,1,1,229,50,278,66,"Address,",3,0.9875000044703484
10,0,1,2,172,66,195,80,"City,",1,0.9960000038146972
11,0,1,2,200,66,228,80,State,1,0.9900000095367432
12,0,1,2,233,66,249,80,Zip,3,0.9700000087420145
13,0,1,3,172,86,225,101,Company,1,0.9957142898014614
14,0,1,3,230,87,265,101,Phone,1,0.9920000076293946
15,0,1,3,271,86,316,100,Number,3,1.0
16,0,1,4,172,110,225,124,Company,1,0.997142859867641
19,0,1,4,230,110,281,124,Web-Site,5,0.9662500023841858
20,0,2,0,593,62,662,93,INVOICE,1,0.9914285796029227
21,0,2,0,671,65,687,93,#,2,0.9900000095367432
22,0,2,0,689,65,693,93,:,1,0.9900000095367432
23,0,2,0,702,65,845,98,123456789xxx,5,0.9908333420753479
24,0,3,0,420,214,463,233,INVOICE,1,0.9957142898014614
25,0,3,0,469,214,496,233,DATE,2,0.9925000071525574
26,0,3,0,497,214,500,233,:,5,0.9800000190734863
27,0,4,0,582,215,624,232,PLEASE,1,0.9950000047683716
28,0,4,0,630,215,649,232,PAY,2,0.9900000095367432
29,0,4,0,650,215,652,232,:,5,0.8199999928474426
30,0,5,0,734,215,754,232,DUE,1,0.9900000095367432
31,0,5,0,760,215,787,232,DATE,2,0.9925000071525574
32,0,5,0,788,215,791,232,:,5,0.9800000190734863
33,0,6,0,56,211,101,231,CLIENT,1,0.9933333396911621
34,0,6,0,105,211,171,231,COMPANY,1,0.9942857197352818
35,0,6,0,174,211,212,231,NAME,3,0.9950000047683716
36,0,6,1,56,239,101,259,CLIENT,1,0.9933333396911621
37,0,6,1,105,239,171,259,COMPANY,1,0.9942857197352818
38,0,6,1,174,239,225,259,STREET,1,0.9866666694482168
39,0,6,1,228,239,289,259,ADDRESS,3,0.9942857197352818
41,0,6,2,55,268,88,288,"CITY,",1,0.9700000047683716
43,0,6,2,91,268,136,288,"STATE,",1,0.921666661898295
44,0,6,2,139,268,157,288,ZIP,3,0.8766666650772095
45,0,6,3,57,298,102,317,CLIENT,1,0.9950000047683716
46,0,6,3,105,298,148,317,PHONE,1,0.9820000052452087
47,0,6,3,151,298,205,317,NUMBER,5,0.9983333349227905
49,0,7,0,417,251,446,272,OCT.,1,0.9925000071525574
50,0,7,0,450,251,475,272,10TH,1,0.9775000065565109
51,0,7,0,479,251,512,272,2013,5,0.9850000143051147
53,0,8,0,587,251,647,272,$900.00,5,0.9814285806247166
54,0,9,0,718,251,777,271,OCT.31ST,1,0.8462500032037497
