index_sort,page,block,line,x0,y0,x2,y2,Text,space_type,confidence
0,0,0,0,106,115,149,141,Logo,5,0.9950000047683716
1,0,1,0,194,95,452,172,Company,1,0.9957142898014614
2,0,1,0,474,92,629,166,Name,5,0.9975000023841858
3,0,2,0,1021,95,1259,149,INVOICE,5,0.9928571496691022
5,0,3,0,85,203,154,230,[Street,1,0.9900000095367432
7,0,3,0,162,203,255,230,Address],3,0.9887500032782555
10,0,3,1,85,237,133,265,"[City,",1,0.9650000135103861
12,0,3,1,143,237,200,265,"State,",1,0.9950000047683716
13,0,3,1,209,237,240,265,ZIP,1,0.9933333396911621
15,0,3,1,250,237,311,265,Code],3,0.9920000076293946
18,0,3,2,85,269,166,296,[Phone],3,0.9900000095367432
20,0,3,3,84,302,145,329,[Email,1,0.9800000091393789
22,0,3,3,154,300,248,329,Address],3,0.9812500029802322
24,0,3,4,84,334,191,364,[Company,1,0.9962500035762787
26,0,3,4,200,334,291,363,Website],5,0.9725000113248825
27,0,4,0,1046,203,1095,223,Date,3,0.9950000047683716
28,0,4,1,999,237,1074,259,Invoice,1,0.9957142898014614
29,0,4,1,1083,237,1096,259,#,3,0.9900000095367432
30,0,4,2,994,269,1035,290,Due,1,0.9900000095367432
31,0,4,2,1046,269,1095,290,Date,5,0.9975000023841858
32,0,5,0,1135,203,1257,225,2019-04-10,5,0.9930000066757202
35,0,5,1,1152,236,1257,261,[######],3,0.9812500104308128
36,0,5,2,1134,267,1256,292,2019-05-10,5,0.9900000095367432
37,0,6,0,97,436,141,455,BILL,1,0.9950000047683716
38,0,6,0,149,436,178,455,TO,3,0.9900000095367432
40,0,6,1,96,467,200,494,[Recipient,1,0.9950000047683716
42,0,6,1,210,467,278,494,Name],3,0.9800000071525574
44,0,6,2,96,499,203,528,[Company,1,0.9962500035762787
46,0,6,2,213,499,281,527,Name],3,0.9840000033378601
48,0,6,3,97,532,166,559,[Street,1,0.9914285796029227
50,0,6,3,174,532,267,559,Address],3,0.9875000044703484
53,0,6,4,96,566,144,593,"[City,",1,0.9233333468437195
55,0,6,4,154,565,211,593,"State,",1,0.9933333396911621
56,0,6,4,220,565,251,592,ZIP,1,0.9933333396911621
58,0,6,4,261,564,322,592,Code],3,0.9820000052452087
61,0,6,5,96,597,177,625,[Phone],5,0.9057142904826573
62,0,7,0,656,436,705,457,SHIP,1,0.9900000095367432
63,0,7,0,714,436,743,456,TO,3,0.9950000047683716
65,0,7,1,657,466,761,494,[Recipient,1,0.9960000038146972
67,0,7,1,771,466,839,494,Name],3,0.9820000052452087
69,0,7,2,656,499,763,528,[Company,1,0.9962500035762787
71,0,7,2,773,499,841,527,Name],3,0.9820000052452087
73,0,7,3,657,532,726,559,[Street,1,0.9900000095367432
75,0,7,3,734,532,827,559,Address],3,0.9875000044703484
78,0,7,4,656,565,704,592,"[City,",1,0.9700000087420145
80,0,7,4,714,565,771,592,"State,",1,0.9916666746139526
81,0,7,4,780,565,811,592,ZIP,1,0.9933333396911621
83,0,7,4,821,564,882,592,Code],3,0.9800000071525574
86,0,7,5,657,597,738,625,[Phone],5,0.980000010558537
87,0,8,0,18,572,60,757,INVOICE,5,0.9928571496691022
88,0,9,0,1288,575,1328,760,INVOICE,5,0.9928571496691022
89,0,10,0,97,697,221,724,Description,3,0.9981818199157715
90,0,10,1,96,730,178,751,Product,1,0.9957142898014614
91,0,10,1,189,730,193,751,1,3,0.9900000095367432
92,0,10,2,97,762,179,785,Product,1,0.9957142898014614
93,0,10,2,188,762,198,785,2,3,0.9399999976158142
94,0,10,3,97,796,157,816,Labor,5,0.9940000057220459
95,0,11,0,904,698,941,724,Qty,3,0.9799999992052714
96,0,11,1,917,733,927,752,2,3,0.9900000095367432
